what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1343361654763
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1343361658441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343361659461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343361661897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343361661913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343361671231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343361675705
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1343361947213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362085715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362086389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362137624
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343362139910
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1343362140808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362170299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362172437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362784302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362817594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362822126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343362838424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363345161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363443480
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343363446179
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1343363450606
started,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1343363450606
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1343363450810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363451030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363456340
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1343363462428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343363464659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343363467396
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343363468779
error,log,,,"Errors occurred during the build.",1343363468788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363468807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363470359
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1343363479587
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1343363479592
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1343363483251
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1343363483758
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1343363483762
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1343363483881
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1343363483885
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1343363483915
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1343363483934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363484235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363489152
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1343363489755
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343363490117
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343363490118
error,log,,,"Errors occurred during the build.",1343363490135
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1343363490312
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343363490319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363490404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363491612
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1343363494095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1343363496898
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1343363497068
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1343363498635
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1343363501696
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1343363503371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343363503692
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343363504146
error,log,,,"Errors occurred during the build.",1343363504163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363504177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363505479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1343363506425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343363507254
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343363508183
error,log,,,"Errors occurred during the build.",1343363508196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363508211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363508592
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343363511490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343363518841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343363520189
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343363520681
error,log,,,"Errors occurred during the build.",1343363520693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363520722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343363521772
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1343363522879
