what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"4",1342757230174
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1342757230174
java.runtime.version,sysinfo,,,"1.6.0_33-b03",1342757230174
java.specification.name,sysinfo,,,"Java Platform API Specification",1342757230174
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342757230174
java.specification.version,sysinfo,,,"1.6",1342757230174
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1342757230174
java.version,sysinfo,,,"1.6.0_33",1342757230174
java.vm.info,sysinfo,,,"mixed mode",1342757230174
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1342757230174
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1342757230174
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342757230174
java.vm.specification.version,sysinfo,,,"1.0",1342757230174
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1342757230174
java.vm.version,sysinfo,,,"20.8-b03",1342757230174
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1342757233311
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1342757233323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342759805271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342759859416
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342759859513
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1342759859602
error,log,,,"Invalid preference page path: Usage Reporting",1342759897338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342759897650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342759910100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1342759910109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342759913382
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1342759918972
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1342759918982
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1342759919142
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1342759919250
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1342759928351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342759974147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1342759974172
