what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343378753428
error,log,,,"Errors occurred during the build.",1343378753436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378753453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378754566
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343378755567
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343378759008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378761873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378790187
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343378791535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378792622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378829836
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1343378832445
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343378832767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378892725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378939150
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343378940715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343378947488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343378949028
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343378949531
error,log,,,"Errors occurred during the build.",1343378949540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378949557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378950477
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343378952089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343378954727
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343378955289
error,log,,,"Errors occurred during the build.",1343378955301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378955324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378955912
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343378957432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378960299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378966255
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343378968405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378971195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378977357
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343378978417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378981875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343378985011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379001866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379021668
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343379022854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343379026754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379027912
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379028430
error,log,,,"Errors occurred during the build.",1343379028439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379028456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379029638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379038351
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379038864
error,log,,,"Errors occurred during the build.",1343379038874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379038893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379039630
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343379043046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379045874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379051356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379055943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379063035
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343379065240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379065593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379069236
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343379070277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379071693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379088281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379090296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379146961
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343379148709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343379151658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379154404
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379154858
error,log,,,"Errors occurred during the build.",1343379154867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379154885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379155589
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343379156925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379160096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379167642
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343379169973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379172755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379186279
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343379189472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379189865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379196047
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343379196829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379197651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379350900
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343379350917
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343379352932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379355653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379359815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1343379363206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379363973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379366028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379368403
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379368917
error,log,,,"Errors occurred during the build.",1343379368925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379368942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379370386
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1343379370939
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1343379371282
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1343379371630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379372336
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379372843
error,log,,,"Errors occurred during the build.",1343379372865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379372880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379373214
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343379373378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379373923
error,log,,,"Could not publish server configuration: C:\\Users\\prabhu.E4LJBSL3AUMKO\\Dropbox\\Training_Programs\\HTML5_WS\\HTML5_CSS3_JS_Frameworks_Jul_2012\\.metadata\\.plugins\\org.eclipse.wst.server.core\\tmp0\\conf\\server.xml (The requested operation cannot be performed on a file with a user-mapped section open).",1343379373931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379375177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343379379798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343379380263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379381040
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379381517
error,log,,,"Errors occurred during the build.",1343379381537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379381544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379382180
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343379624486
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343379627177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343379633870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343379642653
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1343379643111
error,log,,,"Errors occurred during the build.",1343379643123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379643138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379643732
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343379663738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379664511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379671365
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1343379674436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379674833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379696943
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343379698106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379700843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379714051
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343379715460
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343379717204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379720975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343379747843
